AnimationID	KindID	SheathType	AnimationRatio	AnimationSpeed	IsLoop	AnimationFile
937	31	1			0	Data\source\player\M2\动作\M2b02dj调戏.tani
938	31	1			0	Data\source\player\M2\动作\M2b02dj耳光.tani
939	31	1			0	Data\source\player\M2\动作\M2b02dj高兴.tani
940	31	1			0	Data\source\player\M2\动作\M2b02dj害羞.ani
941	31	1			0	Data\source\player\M2\动作\M2b02dj口哨.tani
942	31	1			0	Data\source\player\M2\动作\M2b02dj亲吻.tani
943	26	1			0	Data\source\player\M2\动作\M2b02dj圈圈a.ani
944	47	1			1	Data\source\player\M2\动作\M2b02dj圈圈b.ani
945	28	1			0	Data\source\player\M2\动作\M2b02dj圈圈c.ani
946	31	1			0	Data\source\player\M2\动作\M2b02dj撒娇.tani
947	31	1			0	Data\source\player\M2\动作\M2b02dj生气.tani
948	31	1			0	Data\source\player\M2\动作\M2b02dj思考.tani
949	31	1			0	Data\source\player\M2\动作\M2b02dj踢.tani
950	31	1			0	Data\source\player\M2\动作\M2b02dj挑衅.tani
951	31	1			0	Data\source\player\M2\动作\M2b02dj上香.tani
952	11	1			1	Data\source\player\M2\动作\M2b02dj烟花01.tani
953	11	1			0	Data\source\player\M2\动作\M2b02dj吃月饼.tani
1000	11	1			1	Data\source\player\M2\动作\M2scy03自绝经脉01.tani
1001	15	1			0	Data\source\player\M2\动作\M2scy03自绝经脉02.tani
1002	31	1			1	data\source\player\M2\动作\M2b01qt攻击01.tani
1003	14	1			0	Data\source\player\M2\动作\M2b02ty阵法01.tani
1004	14	1			0	Data\source\player\M2\动作\M2b02ty战场自爆.tani
1005	12	1			0	Data\source\player\M2\动作\M2b02dj甩鞭01.tani
1006	12	1			0	Data\source\player\M2\动作\M2b02dj扔馒头01.tani
1007	24	1			0	Data\source\player\M2\动作\M2b02dj传功a.tani
1008	24	1			1	Data\source\player\M2\动作\M2b02dj传功b.tani
1009	29	1			1	Data\source\player\M2\动作\M2b02dj醉酒01.ani
1010	14	1			0	Data\source\player\M2\动作\M2b02ty阵法02.tani
1011	14	2			0	Data\source\player\M2\动作\M2stc04技能01演武.tani
1012	14	2			0	Data\source\player\M2\动作\M2scy03技能05-09演武.tani
1013	14	2			0	Data\source\player\M2\动作\M2swh01点穴04演武.tani
1014	14	2			0	Data\source\player\M2\动作\M2ssl04棍攻击03-02演武.tani
1020	5				1	Data\source\player\M2\动作\M2b02yd奔跑.tani
1021	5				1	Data\source\player\M2\动作\M2b02yd奔跑.tani
1022	5				1	Data\source\player\M2\动作\M2b04ty奔跑.tani
1023	5				1	Data\source\player\M2\动作\M2b04ty奔跑.tani
1024	5				1	Data\source\player\M2\动作\M2b03ty奔跑.tani
1025	5				1	Data\source\player\M2\动作\M2b05ty奔跑.tani
1026	5				1	Data\source\player\M2\动作\M2b02yd奔跑.tani
1032	12	1			0	Data\source\player\M2\动作\M2b01aq攻击24.ani
1050	29				1	Data\source\player\M2\动作\M2b01bi持武器普通待机01.ani
1051	30				0	Data\source\player\M2\动作\M2b01bi持武器普通待机01a.ani
1204	16				0	Data\source\player\M2\动作\M2b02yd小跳a.tani
1205	17				1	Data\source\player\M2\动作\M2b02yd小跳b.ani
1206	18				0	Data\source\player\M2\动作\M2b02yd小跳c.tani
1224	19				0	Data\source\player\M2\动作\M2b02yd二段跳a.tani
1225	20				1	Data\source\player\M2\动作\M2b02yd小跳b.ani
1226	21				0	Data\source\player\M2\动作\M2b02yd小跳c.tani
1260	18				1	Data\source\player\M2\动作\M2b02yd向后下滑.ani
1261	18				1	Data\source\player\M2\动作\M2b02yd向前下滑.ani
1262	17				1	Data\source\player\M2\动作\M2b02yd握拳小跳b.ani
1263	17				1	Data\source\player\M2\动作\M2b02yd握拳小跳b.ani
1300	24	1			1	Data\source\player\M2\动作\M2b02dj传功02.tani
1301	12	1			0	Data\source\player\M2\动作\M2b02dj扔馒头02.tani
1302	1	1			1	Data\source\player\M2\动作\M2b02yd持灯笼待机.ani
1303	5	1			1	Data\source\player\M2\动作\M2b02yd持灯笼行走.ani
1304	5	1			1	Data\source\player\M2\动作\M2b02yd持灯笼奔跑.ani
1305	5	1			1	Data\source\player\M2\动作\M2b02yd持灯笼后退01.ani
1306	5	1			1	Data\source\player\M2\动作\M2b02yd持灯笼后退02.ani
1307	31	1			0	Data\source\player\M2\动作\M2b02dj吃月饼.tani
1308	31	1			1	Data\source\player\M2\动作\M2b02dj如来神掌_喷火.tani
10000	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10009	5				1	data\source\player\M2\动作\M2H行走01.ani
10016	5				1	data\source\player\M2\动作\M2H空手奔跑01.ani
10017	5	2			1	data\source\player\M2\动作\M2H奔跑03.ani
10018	5	2			1	data\source\player\M2\动作\M2H奔跑03.ani
10019	5	2			1	data\source\player\M2\动作\M2H奔跑03.ani
10020	5	2			1	data\source\player\M2\动作\M2H奔跑03.ani
10021	5	1			1	data\source\player\M2\动作\M2H奔跑03.ani
10023	5				1	data\source\player\M2\动作\M2H后退01.ani
10030	1	1			1	data\source\player\M2\动作\M2H普通待机01.ani
10031	1	2			1	data\source\player\M2\动作\M2H普通待机02.ani
10032	1	2			1	data\source\player\M2\动作\M2H普通待机02.ani
10033	1	2			1	data\source\player\M2\动作\M2H普通待机02.ani
10034	1	2			1	data\source\player\M2\动作\M2H普通待机02.ani
10035	1	2			1	data\source\player\M2\动作\M2H普通待机02.ani
10036	1	2			1	data\source\player\M2\动作\M2H普通待机02.ani
10037	1	2			1	data\source\player\M2\动作\M2H普通待机02.ani
10038	1	2			1	data\source\player\M2\动作\M2H普通待机02.ani
10039	1	2			1	data\source\player\M2\动作\M2H普通待机02.ani
10040	1	1			1	data\source\player\M2\动作\M2H普通待机01.ani
10041	1	1			1	data\source\player\M2\动作\M2H普通待机01.ani
10042	1	1			1	data\source\player\M2\动作\M2H普通待机01.ani
10043	1	1			1	data\source\player\M2\动作\M2H普通待机01.ani
10047	1	2			1	data\source\player\M2\动作\M2H战斗待机01.ani
10057	32	2			0	Data\source\player\M2\动作\M2b04qi攻击01-骑乘.tani
10058	32	2			0	Data\source\player\M2\动作\M2b04qi攻击02-骑乘.tani
10059	32	2			0	Data\source\player\M2\动作\M2b04qi攻击01-骑乘.tani
10073	34	2	0.7		0	Data\source\player\M2\动作\M2b01ty被击01.tani
10074	34	2	0.7		0	Data\source\player\M2\动作\M2b03ty被击01.tani
10075	34	2	0.7		0	Data\source\player\M2\动作\M2b04ty被击01.tani
10076	34	2	0.7		0	Data\source\player\M2\动作\M2b05ty被击01.tani
10077	34	2	0.7		0	Data\source\player\M2\动作\M2b01bi被击01.tani
10078	34	2	0.7		0	Data\source\player\M2\动作\M2b01ty被击01.tani
10079	34	2	0.7		0	Data\source\player\M2\动作\M2b01ty被击01.tani
10080	41	1			1	Data\source\player\M2\动作\M2b02zd眩晕.tani
10084	34	2			0	Data\source\player\M2\动作\M2b01bi格挡.tani
10085	34	2			0	Data\source\player\M2\动作\M2b01qt格挡.tani
10086	34	2			0	Data\source\player\M2\动作\M2b03ty格挡.tani
10087	34	2			0	Data\source\player\M2\动作\M2b04ty格挡.tani
10088	34	2			0	Data\source\player\M2\动作\M2b05ty格挡.tani
10090	5				1	data\source\player\M2\动作\M2H后退01.ani
10102	35	2			0	Data\source\player\M2\动作\M2H拾取01.ani
10112	41	1			1	Data\source\player\M2\动作\M2b02dj站立引导b.ani
10150	40	1			0	Data\source\player\M2\动作\M2b02dj拱手.ani
10151	40	1			0	Data\source\player\M2\动作\M2b02dj鼓掌.tani
10152	40	1			0	Data\source\player\M2\动作\M2b02dj哭.tani
10153	40	1			0	Data\source\player\M2\动作\M2b02dj笑.tani
10154	40	1			0	Data\source\player\M2\动作\M2b02dj说话.tani
10164	41	1			0	Data\source\player\M2\动作\M2s06sh摆摊01.ani
10165	40	1			0	Data\source\player\M2\动作\M2b02dj吃.tani
10166	40	1			0	Data\source\player\M2\动作\M2b02dj喝.tani
10167	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10168	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10169	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10170	40	1			0	Data\source\player\M2\动作\M2b02dj点头.tani
10171	40	1			0	Data\source\player\M2\动作\M2b02dj摇头.tani
10172	40	1			0	Data\source\player\M2\动作\M2b02dj振臂.tani
10173	40	1			0	Data\source\player\M2\动作\M2b02dj苦恼.tani
10174	41	1			0	Data\source\player\M2\动作\M2s06sh请客01.tani
10175	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10176	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10177	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10200	35	2			0	Data\source\player\M2\动作\M2H拾取01.ani
10201	36	2			0	Data\source\player\M2\动作\M2H拾取03.ani
10202	6				1	data\source\player\M2\动作\M2H挪步左.ani
10203	6				1	data\source\player\M2\动作\M2H挪步右.ani
10204	16				0	data\source\player\M2\动作\M2H小跳a.ani
10205	17				1	data\source\player\M2\动作\M2H小跳b.ani
10206	18				0	data\source\player\M2\动作\M2H小跳c.ani
10210	41	1			0	Data\source\player\M2\动作\M2b04ty拔武器01a.ani
10211	41	2			0	Data\source\player\M2\动作\M2b04ty拔武器01b.tani
10212	41	1			0	Data\source\player\M2\动作\M2b03ty拔武器02a.ani
10213	41	2			0	Data\source\player\M2\动作\M2b03ty拔武器02b.tani
10214	41	1			0	Data\source\player\M2\动作\M2b01qt拔武器03a.ani
10215	41	2			0	Data\source\player\M2\动作\M2b01qt拔武器03b.ani
10216	41	1			0	Data\source\player\M2\动作\M2b05ty拔武器01a.ani
10217	41	2			0	Data\source\player\M2\动作\M2b05ty拔武器01b.tani
10218	41	1			0	Data\source\player\M2\动作\M2b01bi拔武器01a.ani
10219	41	2			0	Data\source\player\M2\动作\M2b01bi拔武器01b.tani
10220	41	1			0	Data\source\player\M2\动作\M2b01qt拔武器02a.ani
10221	41	2			0	Data\source\player\M2\动作\M2b01qt拔武器02b.ani
10227	41	2			0	Data\source\player\M2\动作\M2b01bi插武器01a.tani
10228	41	1			0	Data\source\player\M2\动作\M2b01bi插武器01b.ani
10229	41	2			0	Data\source\player\M2\动作\M2b01qt插武器02a.ani
10230	41	1			0	Data\source\player\M2\动作\M2b01qt插武器02b.ani
10231	41	2			0	Data\source\player\M2\动作\M2b01qt插武器03a.ani
10232	41	1			0	Data\source\player\M2\动作\M2b01qt插武器03b.ani
10233	41	2			0	Data\source\player\M2\动作\M2b03ty插武器02a.tani
10234	41	1			0	Data\source\player\M2\动作\M2b03ty插武器02b.ani
10235	41	2			0	Data\source\player\M2\动作\M2b03ty插武器01a.tani
10236	41	1			0	Data\source\player\M2\动作\M2b03ty插武器01b.ani
10237	41	2			0	Data\source\player\M2\动作\M2b04ty插武器01a.tani
10238	41	1			0	Data\source\player\M2\动作\M2b04ty插武器01b.ani
10239	41	2			0	Data\source\player\M2\动作\M2b04ty插武器02a.tani
10240	41	1			0	Data\source\player\M2\动作\M2b04ty插武器02b.ani
10241	41	2			0	Data\source\player\M2\动作\M2b05ty插武器01a.tani
10242	41	1			0	Data\source\player\M2\动作\M2b05ty插武器01b.ani
10243	41	2			0	Data\source\player\M2\动作\M2b05ty插武器02a.tani
10244	41	1			0	Data\source\player\M2\动作\M2b05ty插武器02b.ani
10250	34	2			0	Data\source\player\M2\动作\M2b01ty闪避.tani
10251	34	2			0	Data\source\player\M2\动作\M2b04ty闪避.tani
10252	34	2			0	Data\source\player\M2\动作\M2b03ty闪避.tani
10253	34	2			0	Data\source\player\M2\动作\M2b05ty闪避.tani
10259	29				1	data\source\player\M2\动作\M2stc04骑乘攻击03.tani
10260	29				1	data\source\player\M2\动作\M2stc04骑乘攻击03.tani
10261	29				1	data\source\player\M2\动作\M2stc04骑乘攻击03.tani
10262	30				0	data\source\player\M2\动作\M2H前冲缓冲01.ani
10263	30				0	data\source\player\M2\动作\M2H前冲缓冲01.ani
10266	30				0	data\source\player\M2\动作\M2H前冲缓冲01.ani
10270	41	1			0	Data\source\player\M2\动作\M2b03ty拔武器01a.ani
10271	41	2			0	Data\source\player\M2\动作\M2b03ty拔武器01b.ani
10272	41	1			0	Data\source\player\M2\动作\M2b05ty拔武器02a.ani
10273	41	2			0	Data\source\player\M2\动作\M2b05ty拔武器02b.ani
10280	1				1	data\source\player\M2\动作\M2H普通待机02.ani
10450	38	2			0	data\source\player\M2\动作\M2stc04枪攻击01-骑乘.tani
10453	38	2			0	data\source\player\M2\动作\M2stc04枪攻击02-骑乘.tani
10454	38	2			0	data\source\player\M2\动作\M2stc04枪攻击03-骑乘.tani
10455	38	2			0	Data\source\player\M2\动作\M2stc04枪攻击04-骑乘.tani
10460	38	2			0	data\source\player\M2\动作\M2stc04技能02-01.tani
10461	38	2			0	data\source\player\M2\动作\M2stc04技能01-05.tani
10462	38	2			0	data\source\player\M2\动作\M2stc04技能01-02.tani
10463	38	2			0	data\source\player\M2\动作\M2stc04技能01-03.tani
10464	38	2			0	data\source\player\M2\动作\M2stc04技能01-04.tani
10465	38	2			0	data\source\player\M2\动作\M2stc04技能01-01.tani
10466	38	2			0	data\source\player\M2\动作\M2stc04骑乘02.tani
10467	39	2			0	data\source\player\M2\动作\M2stc04骑乘攻击01.tani
10468	38	2			0	data\source\player\M2\动作\M2stc04骑乘攻击02.tani
10470	42				0	data\source\player\M2\动作\M2H嘶叫01.ani
10471	42	2			0	data\source\player\M2\动作\M2H嘶叫01.ani
10472	38	2			0	Data\source\player\M2\动作\M2stc04枪攻击13-骑乘.tani
10473	38	2			0	Data\source\player\M2\动作\M2stc04枪攻击21-骑乘.tani
10476	38	2			0	Data\source\player\M2\动作\M2stc04枪攻击17-骑乘.tani
10477	38	1			0	data\source\player\M2\动作\M2stc04技能03.tani
10479	42	1			0	Data\source\player\M2\动作\M2H上马01.ani
10480	11	1			1	data\source\player\M2\动作\M2stc04蓄力01-骑乘.ani
10481	38	1			0	data\source\player\M2\动作\M2stc04枪攻击20-骑乘.ani
10482	38	2			0	data\source\player\M2\动作\M2stc04枪攻击21-骑乘.ani
10536	41	1			0	Data\source\player\M2\动作\M2b04ty拔武器02a.ani
10537	41	2			0	Data\source\player\M2\动作\M2b04ty拔武器02b.tani
10900	41	1			1	Data\source\player\M2\动作\M2s06sh采矿01.tani
10901	35	2			0	Data\source\player\M2\动作\M2H拾取02.ani
10902	41	1			0	Data\source\player\M2\动作\M2s06sh喝药01.tani
10903	41	1			1	Data\source\player\M2\动作\M2s06sh铸造01.tani
10904	41	1			1	Data\source\player\M2\动作\M2s06sh缝纫01.tani
10905	35	2			0	Data\source\player\M2\动作\M2H拾取02.ani
10906	41	1			1	Data\source\player\M2\动作\M2s06sh烹饪01.tani
10907	41	1			0	Data\source\player\M2\动作\M2s06sh请客01.tani
10908	41	1			0	Data\source\player\M2\动作\M2s06sh送礼01.tani
10909	35	2			0	Data\source\player\M2\动作\M2H拾取02.ani
10910	35	2			0	Data\source\player\M2\动作\M2H拾取01.ani
10911	41	1			1	Data\source\player\M2\动作\M2b02dj吃碗.tani
10912	41	1			1	Data\source\player\M2\动作\M2s06sh摆摊01.ani
10913	41	1			1	Data\source\player\M2\动作\M2s06sh采矿01.tani
10920	41	1			1	Data\source\player\M2\动作\M2s06sh采矿01-01.tani
10922	40	1			1	Data\source\player\M2\动作\M2b02dj猜拳预备01.ani
10923	40	1			0	Data\source\player\M2\动作\M2b02dj猜拳布01.ani
10924	40	1			0	Data\source\player\M2\动作\M2b02dj猜拳剪刀01.ani
10925	40	1			0	Data\source\player\M2\动作\M2b02dj猜拳拳头01.ani
10927	40	1			1	Data\source\player\M2\动作\M2b02dj如来神掌.ani
10928	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10929	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10930	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10931	40	1			1	Data\source\player\M2\动作\M2b02dj吹笛子01.tani
10934	41	1			1	Data\source\player\M2\动作\M2s06sh抄录01.tani
10935	40	1			0	Data\source\player\M2\动作\M2b02dj表白.tani
10936	40	1			0	Data\source\player\M2\动作\M2b02dj惩罚.ani
10937	40	1			0	Data\source\player\M2\动作\M2b02dj调戏.tani
10938	40	1			0	Data\source\player\M2\动作\M2b02dj耳光.tani
10939	40	1			0	Data\source\player\M2\动作\M2b02dj高兴.tani
10940	40	1			0	Data\source\player\M2\动作\M2b02dj害羞.ani
10941	40	1			0	Data\source\player\M2\动作\M2b02dj口哨.tani
10942	40	1			0	Data\source\player\M2\动作\M2b02dj亲吻.tani
10943	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10944	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10945	1				1	data\source\player\M2\动作\M2H普通待机01.ani
10946	40	1			0	Data\source\player\M2\动作\M2b02dj撒娇.tani
10947	40	1			0	Data\source\player\M2\动作\M2b02dj生气.tani
10948	40	1			0	Data\source\player\M2\动作\M2b02dj思考.tani
10949	40	1			0	Data\source\player\M2\动作\M2b02dj踢.tani
10950	40	1			0	Data\source\player\M2\动作\M2b02dj挑衅.tani
10951	40	1			0	Data\source\player\M2\动作\M2b02dj上香.tani
10953	40	1			0	Data\source\player\M2\动作\M2b02dj吃月饼.tani
11003	38	1			0	Data\source\player\M2\动作\M2b02ty阵法01.tani
11004	38	1			0	Data\source\player\M2\动作\M2b02ty战场自爆.tani
11005	32	1			0	Data\source\player\M2\动作\M2b02dj甩鞭01.tani
11006	32	1			0	Data\source\player\M2\动作\M2b02dj扔馒头01.tani
11009	41	1			1	Data\source\player\M2\动作\M2b02dj醉酒01.ani
11032	40	1			0	Data\source\player\M2\动作\M2b01aq攻击24.ani
11302	1	1			1	Data\source\player\M2\动作\M2b02yd持灯笼待机.ani
11303	5	1			1	Data\source\player\M2\动作\M2b02yd持灯笼行走.ani
11304	5	1			1	Data\source\player\M2\动作\M2b02yd持灯笼奔跑.ani
11305	5	1			1	Data\source\player\M2\动作\M2b02yd持灯笼后退01.ani
11306	5	1			1	Data\source\player\M2\动作\M2b02yd持灯笼后退02.ani
11307	40	1			0	Data\source\player\M2\动作\M2b02dj吃月饼.tani
11308	40	1			1	Data\source\player\M2\动作\M2b02dj如来神掌_喷火.tani
